房名信息,地点,房屋情况,房源情况,所在地区,关注/发布时间,价格（万）,单价
力高花园大4房，大门前面是天虹，看房有钥匙,力高君御国际 , | 4室2厅 | 88.72平米 | 南 | 毛坯,中楼层(共35层)2016年建板塔结合  -  ,坪山,29人关注 / 9个月以前发布,345,单价38887元/平米
海山道1号 次新楼盘 盐田区政府 广富百货 大四房,海山道1号 , | 4室2厅 | 149.64平米 | 东南 | 简装,低楼层(共32层)2011年建塔楼  -  ,沙头角,24人关注 / 一年前发布,810,单价54130元/平米
万科四季花城  电梯大四房  位置安静  楼层好采光好,万科四季花城六期 , | 4室2厅 | 127.9平米 | 南 | 精装,高楼层(共9层)2002年建板塔结合  -  ,坂田,27人关注 / 一年前发布,700,单价54731元/平米
蔡屋围深港豪苑四房 看小区花园 有两个固定停车位,深港豪苑 , | 4室2厅 | 150.95平米 | 东 东南 | 简装,中楼层(共22层)2003年建塔楼  -  ,地王,22人关注 / 一年前发布,800,单价52998元/平米
花城精装一楼带20平花园大四房,万科四季花城六期 , | 4室2厅 | 123.3平米 | 南 | 简装,低楼层(共9层)2002年建板塔结合  -  ,坂田,28人关注 / 一年前发布,580,单价47040元/平米
鸿威海怡湾 东南向实用5房 有钥匙随时看,鸿威海怡湾 , | 5室1厅 | 150.05平米 | 东南 | 精装,低楼层(共18层)2010年建板塔结合  -  ,深圳湾,42人关注 / 一年前发布,2200,单价146618元/平米
日辉台带入户客厅很大，南北通透，格局方正三房两卫,中海日辉台 , | 3室2厅 | 98.95平米 | 南 北 | 简装,高楼层(共11层)2005年建塔楼  -  ,坂田,8人关注 / 一年前发布,500,单价50531元/平米
半山社区，依山傍水，两本证，大平面4房，红本在手！,新世界四季山水 , | 4室2厅 | 156.39平米 | 南 | 精装,中楼层(共31层)2009年建板塔结合  -  ,梅林,30人关注 / 一年前发布,1400,单价89520元/平米
福田梅林双公园舒居四房两卫，使用率高，带车位,文伟阁 , | 4室2厅 | 159.16平米 | 东南 | 简装,低楼层(共25层)2000年建板塔结合  -  ,梅林,28人关注 / 一年前发布,1180,单价74140元/平米
名城国际广场两房 双龙抱珠户型 大卧室大客厅,名城国际广场 , | 2室1厅 | 73.32平米 | 西北 | 简装,低楼层(共26层)1998年建板塔结合  -  ,布吉大芬,75人关注 / 一年前发布,239,单价32597元/平米
满五年大两房，地铁口物业，看房方便。,好景豪园 , | 2室2厅 | 140.94平米 | 南 | 简装,中楼层(共14层)1999年建板塔结合  -  ,沙尾,29人关注 / 一年前发布,780,单价55343元/平米
梅林一村 南向三房背靠塘朗山安静看园景 通风采光佳,梅林一村十三区 , | 3室2厅 | 97.03平米 | 西南 | 精装,低楼层(共18层)2003年建板塔结合  -  ,梅林,34人关注 / 一年前发布,650,单价66990元/平米
大运新城  花半里  正规两房 满五唯一 诚心出售,横岗花半里雅筑 , | 2室1厅 | 74.71平米 | 东南 | 简装,中楼层(共25层)2013年建塔楼  -  ,大运新城,154人关注 / 一年前发布,280,单价37479元/平米
城市明珠 满五唯一 居家装修阳台看花园 业主诚心出售,劲力城市明珠 , | 3室2厅 | 119.07平米 | 东 南 西 | 精装,低楼层(共18层)2007年建板塔结合  -  ,龙华中心,47人关注 / 一年前发布,450,单价37793元/平米
满五唯一，税费少，通风，采光好，视野开阔！,阳光天健城 , | 5室2厅 | 165.61平米 | 南 | 精装,中楼层(共27层)2010年建塔楼  -  ,大运新城,13人关注 / 一年前发布,1150,单价69441元/平米
理想家园 2室1厅 325万,理想家园 , | 2室1厅 | 75.98平米 | 东北 | 精装,低楼层(共9层)2005年建板塔结合  -  ,布吉关,4人关注 / 一年前发布,325,单价42775元/平米
横岗塘坑地铁站 翠湖山庄大三房 满五唯一 业主诚心卖,翠湖山庄 , | 3室1厅 | 99平米 | 北 | 简装,高楼层(共8层)1994年建板楼  -  ,横岗,146人关注 / 一年前发布,280,单价28283元/平米
承翰陶源，居家装，带150平大阳台，满五唯一,承翰陶源 , | 4室1厅 | 89.64平米 | 东南 | 精装,低楼层(共33层)2014年建板塔结合  -  ,龙岗中心城,23人关注 / 一年前发布,400,单价44623元/平米
满五唯一红本在手，税费少，通风光线好，精装修物业,德兴花园 , | 3室2厅 | 88.91平米 | 南 北 | 精装,高楼层(共8层)1995年建板楼  -  ,布吉街,46人关注 / 一年前发布,295,单价33180元/平米
龙岗大运 森雅谷润筑园 客厅出阳台 采光好 通风,森雅谷润筑园 , | 2室2厅 | 60.98平米 | 东南 | 精装,中楼层(共16层)2010年建塔楼  -  ,大运新城,149人关注 / 一年前发布,260,单价42637元/平米
福田岗厦地铁口方正3房，华景花园！,华景花园 , | 3室2厅 | 97.24平米 | 西北 | 简装,低楼层(共24层)1994年建板塔结合  -  ,福田中心,75人关注 / 11个月以前发布,480,单价49363元/平米
2楼可用平台 实用率高 保养好拎包入住,中环花园 , | 4室2厅 | 104.9平米 | 东南 | 精装,低楼层(共7层)1998年建板楼  -  ,龙华中心,36人关注 / 11个月以前发布,380,单价36225元/平米
皇庭世纪大花园社区、正规大三房，朝东南向,皇庭世纪 , | 3室1厅 | 103.45平米 | 东南 | 简装,低楼层(共31层)2004年建板塔结合  -  ,石厦,26人关注 / 11个月以前发布,785,单价75883元/平米
西海明珠花园，满五唯一红本，精装二改三，业主诚心卖,西海明珠花园 , | 3室1厅 | 73.03平米 | 东 南 | 精装,低楼层(共29层)2004年建塔楼  -  ,南山中心,148人关注 / 11个月以前发布,600,单价82159元/平米
业主诚心出售，满五唯一，税费少，赶紧看过来,福岗园 , | 2室1厅 | 75.8平米 | 南 | 简装,低楼层(共34层)1997年建板塔结合  -  ,福田中心,48人关注 / 11个月以前发布,428,单价56465元/平米
阳光棕榈园三房，满五唯一，唯一一套普宅三房,阳光棕榈园二期 , | 3室2厅 | 98平米 | 北 | 简装,中楼层(共10层)2004年建板楼  -  ,前海,81人关注 / 11个月以前发布,700,单价71429元/平米
优质小两房，满5唯一，可拎包入住,新一代国际公寓 , | 2室2厅 | 37.89平米 | 西 | 精装,高楼层(共31层)2004年建板楼  -  ,后海,66人关注 / 9个月以前发布,370,单价97652元/平米
房子楼盘新，住家氛围好，看房方便，业主自住房,嘉葆润金座 , | 4室2厅 | 81.27平米 | 南 | 精装,低楼层(共32层)2012年建板塔结合  -  ,新洲,32人关注 / 8个月以前发布,745,单价91670元/平米
满五年唯一，户型方正大4房，住家舒适！,凯丰花园二期 , | 4室2厅 | 100.2平米 | 东南 | 简装,中楼层(共18层)2006年建板塔结合  -  ,梅林,24人关注 / 4个月以前发布,690,单价68863元/平米
大三房视野好，满五年税少，业主诚心出售,学府道花园 , | 3室2厅 | 82.92平米 | 东南 | 精装,低楼层(共34层)2013年建塔楼  -  ,龙岗中心城,5人关注 / 3个月以前发布,480,单价57888元/平米
绿景花园 满五唯一 小高层 3房改4房,绿景花园 , | 3室2厅 | 112.7平米 | 北 | 精装,低楼层(共13层)1998年建板塔结合  -  ,新洲,5人关注 / 2个月以前发布,710,单价63000元/平米
可园二期 精装东南3+1房 大阳台高层看花园 采光通风好,佳兆业可园二期 , | 3室2厅 | 94.61平米 | 东南 | 简装,高楼层(共18层)2005年建板楼  -  ,布吉关,15人关注 / 11个月以前发布,490,单价51792元/平米
南联地铁口标准两房，次新小区通天然气,远洋新干线一期 , | 2室1厅 | 48.58平米 | 北 | 简装,高楼层(共32层)2015年建板塔结合  -  ,龙岗中心城,189人关注 / 一年前发布,125,单价25731元/平米
大5房 南北通透 业主急卖 精装修没住过,尚景欣园 , | 5室2厅 | 184.6平米 | 南 北 | 精装,高楼层(共17层)2006年建板塔结合  -  ,龙岗中心城,64人关注 / 一年前发布,630,单价34128元/平米
布吉慢城四期来座山紧靠石芽公园房子装修好。,来座山 , | 4室2厅 | 89.4平米 | 南 | 精装,高楼层(共32层)2011年建板塔结合  -  ,布吉石芽岭,16人关注 / 一年前发布,580,单价64877元/平米
精装景观双主卧大四方房 层佳采光好,公园大地六期 , | 4室2厅 | 169.62平米 | 南 | 精装,中楼层(共32层)2010年建板塔结合  -  ,龙岗中心城,3人关注 / 3个月以前发布,950,单价56008元/平米
房子户型方正 房东名下一套 诚心卖,科技园三十六区 , | 3室2厅 | 97.61平米 | 南 | 简装,中楼层(共7层)1996年建板楼  -  ,科技园,0人关注 / 7天以前发布,829,单价84930元/平米
佳华名苑两房住家舒服，看房提前电话,佳华名苑 , | 2室1厅 | 61.62平米 | 东北 | 简装,中楼层(共18层)2012年建板塔结合  -  ,宝安中心,1人关注 / 4天以前发布,430,单价69783元/平米
南山科技园 通燃气的公寓 海岸时代公寓,海岸时代公寓 , | 1室1厅 | 50.56平米 | 西南 | 简装,中楼层(共32层)2008年建板塔结合  -  ,南头,103人关注 / 一年前发布,265,单价52413元/平米
新华苑 4室2厅 500万,新华苑 , | 4室2厅 | 122.8平米 | 东南 | 毛坯,高楼层(共8层)2002年建板塔结合  -  ,龙华中心,56人关注 / 一年前发布,500,单价40717元/平米
艺丰花园 朝南 三房 满五年 装修好 居家选择,艺丰花园A区 , | 4室2厅 | 105.28平米 | 南 | 精装,低楼层(共7层)1996年建板塔结合  -  ,梅林,100人关注 / 一年前发布,550,单价52242元/平米
此房总价低，户型方正，交通便利，配套齐,东门168 , | 1室0厅 | 24.11平米 | 南 | 精装,中楼层(共29层)2005年建塔楼  -  ,螺岭,66人关注 / 一年前发布,172,单价71340元/平米
地铁口物业，满两年，精装修一房,祥云天都世纪大厦 , | 1室1厅 | 50平米 | 西北 | 简装,中楼层(共32层)2007年建板塔结合  -  ,新洲,12人关注 / 一年前发布,320,单价64000元/平米
皇后道 高楼层 视野好业主自住房诚心出售,卓越皇后道 , | 4室1厅 | 162.56平米 | 南 | 精装,高楼层(共26层)2015年建板楼  -  ,红山,20人关注 / 一年前发布,1200,单价73819元/平米
东方都会正南向一房一厅 看香港山 满五唯一 可免个税,京基东方都会 , | 1室1厅 | 35.06平米 | 南 | 精装,高楼层(共32层)2004年建板塔结合  -  ,新秀,54人关注 / 一年前发布,188,单价53623元/平米
信义御城豪园 精装大四房 看花园安静 格局方正 保养好,信义御城豪园 , | 4室2厅 | 108.44平米 | 南 北 | 精装,中楼层(共28层)2014年建塔楼  -  ,横岗,58人关注 / 一年前发布,475,单价43804元/平米
罗湖大澎花园正规大3房满5唯一红本在手南北通透,大澎花园 , | 3室2厅 | 96.6平米 | 南 北 | 精装,高楼层(共9层)1997年建板塔结合  -  ,新秀,39人关注 / 一年前发布,460,单价47620元/平米
熙龙湾二期，业主诚心出售，看海景,熙龙湾二期 , | 5室1厅 | 130.58平米 | 东南 | 简装,高楼层(共30层)2010年建板塔结合  -  ,宝安中心,63人关注 / 一年前发布,1600,单价122531元/平米
源兴居，满五年，交通便利，居住舒适,源兴居 , | 3室2厅 | 101.16平米 | 东南 | 简装,中楼层(共32层)2002年建板塔结合  -  ,洪湖,12人关注 / 一年前发布,530,单价52393元/平米
天健时尚空间复式四房 居家优选,天健时尚空间 , | 4室2厅 | 74.55平米 | 东北 | 精装,低楼层(共28层)2010年建板塔结合  -  ,宝安中心,44人关注 / 11个月以前发布,820,单价109994元/平米
（笋盘）华侨城天鹅堡 花园4+房 安静舒适看花园景观,天鹅堡 , | 4室2厅 | 246.01平米 | 南 | 精装,低楼层(共31层)2002年建板塔结合  -  ,华侨城,51人关注 / 11个月以前发布,2300,单价93493元/平米
中航天逸单证四房 地铁物业  满五唯一税费少,中航天逸 , | 4室1厅 | 130.24平米 | 东 西 | 简装,低楼层(共36层)2013年建板塔结合  -  ,红山,2人关注 / 11个月以前发布,1070,单价82157元/平米
来福士商圈 厅出阳台正南四房 满五唯一红本11号线地铁,龙泰轩 , | 4室2厅 | 112.5平米 | 南 | 精装,中楼层(共11层)2002年建板塔结合  -  ,南山中心,28人关注 / 3个月以前发布,700,单价62223元/平米
房子是满五唯一，业主自己赎楼税费少，花园中间安静,西海湾花园 , | 3室2厅 | 102.88平米 | 北 | 精装,高楼层(共18层)2002年建板塔结合  -  ,后海,3人关注 / 2个月以前发布,880,单价85537元/平米
心语家园正规2房，业主诚意出售！,心语家园 , | 2室1厅 | 60.22平米 | 南 西南 | 简装,高楼层(共19层)2002年建塔楼  -  ,前海,24人关注 / 2个月以前发布,440,单价73066元/平米
海岸城商圈 安静看花园泳池，小三放户型方正实用,海岸明珠园 , | 3室2厅 | 73.23平米 | 西北 | 精装,中楼层(共14层)2003年建塔楼  -  ,南山中心,4人关注 / 5天以前发布,650,单价88762元/平米
南山后海精装公寓深圳湾壹号4+1房,深圳湾1号 , | 5室3厅 | 435.2平米 | 东南 | 精装,低楼层(共33层)2014年建塔楼  -  ,深圳湾,225人关注 / 一年前发布,7000,单价160846元/平米
源兴居 2室2厅 520万,源兴居 , | 2室2厅 | 81.69平米 | 东南 | 精装,中楼层(共32层)2002年建板塔结合  -  ,洪湖,4人关注 / 一年前发布,520,单价63656元/平米
桂芳园五期花园社区 居家东南向安静两房,桂芳园五期 , | 2室2厅 | 72.72平米 | 东北 | 简装,中楼层(共15层)2003年建板塔结合  -  ,布吉大芬,45人关注 / 11个月以前发布,296,单价40705元/平米
客厅及卧室均南向看商场，南北向的，安静，户型方正,深业上城 , | 4室2厅 | 278.35平米 | 西南 | 简装,低楼层(共62层)2014年建塔楼  -  ,莲花,13人关注 / 11个月以前发布,2850,单价102390元/平米
南向采光很好，适合陪读住家客户，适合居家客户.,洪湖花园 , | 2室1厅 | 97.56平米 | 西南 | 简装,中楼层(共33层)1995年建塔楼  -  ,洪湖,3人关注 / 一年前发布,430,单价44076元/平米
振业峦山谷 刚需小两房 满两年,振业峦山谷 , | 2室1厅 | 65.29平米 | 南 | 简装,低楼层(共33层)2010年建塔楼  -  ,龙岗宝荷,109人关注 / 一年前发布,225,单价34462元/平米
5、7号线太安站 朝南向 看翠竹山 满五年红本在手,百仕达花园一期 , | 3室1厅 | 135.16平米 | 西南 | 简装,中楼层(共32层)2003年建板塔结合  -  ,百仕达,22人关注 / 一年前发布,900,单价66588元/平米
此房满五年红本在手，过户快客厅出阳台看花园客厅朝南,富通天骏 , | 4室2厅 | 148.9平米 | 南 北 | 简装,高楼层(共18层)2003年建板塔结合  -  ,龙华中心,34人关注 / 一年前发布,700,单价47012元/平米
承翰陶源 正规3房 满2 位置安静视野好,承翰陶源 , | 3室1厅 | 88.54平米 | 南 | 毛坯,高楼层(共33层)2014年建板塔结合  -  ,龙岗中心城,57人关注 / 一年前发布,308,单价34787元/平米
恒大08户型，大入户，精装修三房，安静看花园,恒大国香山 , | 3室1厅 | 88.48平米 | 东南 | 精装,低楼层(共41层)2015年建板塔结合  -  ,布吉南岭,31人关注 / 一年前发布,380,单价42948元/平米
地铁物业 电梯2房 万科配套 满2年,鸿基花园 , | 2室1厅 | 78.23平米 | 西北 | 简装,中楼层(共10层)2001年建板塔结合  -  ,龙岗中心城,40人关注 / 一年前发布,265,单价33875元/平米
布吉德福花园 楼梯三房 一楼带院子,德福花园 , | 3室1厅 | 74.89平米 | 西南 西 | 简装,低楼层(共8层)1998年建板塔结合  -  ,布吉街,98人关注 / 一年前发布,285,单价38056元/平米
信义两房 朝花园安静 采光通风 出行布吉地铁,信义假日名城六期溢芳园 , | 2室2厅 | 61.62平米 | 西北 | 简装,低楼层(共22层)2008年建塔楼  -  ,布吉关,340人关注 / 一年前发布,298,单价48361元/平米
布吉德福花园 标准楼梯小两房 户型好 诚卖,德福花园 , | 2室2厅 | 55.06平米 | 西南 | 简装,高楼层(共8层)1998年建板塔结合  -  ,布吉街,814人关注 / 一年前发布,189,单价34327元/平米
龙光玖龙玺北区智能精装 3房2厅 朝南采光好,龙光玖龙玺北区 , | 3室2厅 | 80.58平米 | 南 | 精装,高楼层(共30层)2016年建塔楼  -  ,梅林关,63人关注 / 一年前发布,700,单价86871元/平米
龙岗区 长江花园 龙岗汽车总站旁 正规两房 适合刚需,长江花园 , | 2室1厅 | 74.44平米 | 北 | 精装,高楼层(共7层)2001年建塔楼  -  ,龙岗中心城,58人关注 / 一年前发布,238,单价31973元/平米
